id,age,income,gender,marital,numkids,numcards,howpaid,mortgage,storecar,loans,risk,income1k
100458,35,46645,2,2,1,1,1,2,2,0,1,46.645
100707,42,46119,2,2,1,1,1,2,2,0,3,46.119
100625,40,45993,1,2,1,2,1,2,1,0,1,45.993
100470,36,45949,1,2,1,1,1,2,2,0,2,45.949
100579,39,45904,1,2,1,1,1,2,1,0,3,45.904
100453,35,45869,1,2,0,2,1,2,1,1,3,45.869
100516,37,45849,2,2,1,2,1,2,2,1,1,45.849
100581,39,45841,1,2,1,2,1,2,1,0,1,45.841
100338,32,45813,1,2,1,1,1,2,1,0,1,45.813
100561,38,45721,2,2,0,1,1,2,1,1,2,45.721
100684,32,45712,1,2,1,2,1,2,1,0,2,45.712
100273,30,45706,1,2,0,2,1,2,1,1,3,45.706
100472,36,45659,1,2,0,1,1,2,2,1,3,45.659
100679,42,45584,1,2,1,1,1,2,1,0,3,45.584
100683,29,45549,2,2,1,1,1,2,2,0,3,45.549
100600,39,45537,2,2,0,2,1,2,1,1,3,45.537
100436,35,45518,1,2,1,1,1,2,1,1,2,45.518
100618,40,45463,2,2,0,2,1,2,2,1,3,45.463
100763,44,45452,1,2,1,1,1,2,1,1,3,45.452
100536,37,45450,1,2,0,1,1,2,2,0,1,45.45
100558,38,45419,1,2,0,2,1,2,1,0,1,45.419
100733,43,45318,2,2,1,1,1,2,1,1,2,45.318
100745,44,45313,1,2,0,2,1,2,2,1,2,45.313
100650,41,45283,1,2,1,1,1,2,2,1,2,45.283
100588,39,45266,1,2,0,1,1,2,1,0,2,45.266
100587,39,45246,1,2,0,1,1,2,1,1,1,45.246
100718,43,45240,2,2,0,2,1,2,1,1,1,45.24
100330,32,45217,2,2,0,1,1,2,1,0,3,45.217
100337,32,45209,2,2,1,2,1,2,2,0,3,45.209
100746,44,45194,2,2,1,2,1,2,2,1,1,45.194
100531,37,45159,1,2,1,1,1,2,1,0,2,45.159
100430,35,45066,2,2,0,1,1,2,1,1,3,45.066
100741,44,45001,1,2,0,1,1,2,2,1,2,45.001
100285,30,44974,2,2,1,2,1,2,2,0,2,44.974
100288,30,44956,1,2,0,2,1,2,1,1,1,44.956
100523,37,44936,1,2,1,1,1,2,1,0,2,44.936
100691,42,44898,2,2,1,1,1,2,2,0,3,44.898
100334,32,44895,1,2,1,2,1,2,1,1,1,44.895
100602,39,44892,2,2,1,2,1,2,1,0,3,44.892
100764,44,44787,2,2,1,2,1,2,2,0,3,44.787
100329,32,44781,2,2,1,1,1,2,1,0,3,44.781
100440,35,44772,2,2,1,1,1,2,2,0,1,44.772
100677,42,44728,1,2,0,2,1,2,1,0,2,44.728
100620,40,44705,1,2,1,1,1,2,1,0,3,44.705
100720,43,44682,1,2,0,1,1,2,2,1,3,44.682
100676,42,44597,1,2,1,2,1,2,1,0,1,44.597
100681,33,44582,1,2,0,1,1,2,2,1,2,44.582
100641,41,44534,2,2,0,2,1,2,2,0,3,44.534
100320,31,44483,1,2,0,2,1,2,1,0,2,44.483
100549,38,44460,2,2,0,1,1,2,1,1,3,44.46
100396,34,44442,2,2,1,1,1,2,1,0,2,44.442
100521,37,44394,2,2,1,1,1,2,2,0,3,44.394
100737,44,44306,1,2,0,2,1,2,1,1,2,44.306
100615,27,44298,1,2,0,2,1,2,2,0,3,44.298
100784,45,44261,2,2,0,1,1,2,1,1,3,44.261
100792,32,44230,1,2,1,2,1,2,1,0,2,44.23
100432,35,44202,1,2,0,2,1,2,2,0,3,44.202
100445,35,44194,2,2,0,2,1,2,2,1,3,44.194
100417,34,44159,2,2,1,1,1,2,2,0,1,44.159
100503,37,44095,1,2,0,1,1,2,1,0,3,44.095
100790,45,44072,2,2,1,1,1,2,1,0,2,44.072
100360,33,44052,1,2,0,2,1,2,1,0,3,44.052
100465,36,44048,2,2,1,1,1,2,2,0,3,44.048
100635,41,44039,1,2,1,2,1,2,2,1,3,44.039
100736,44,44005,2,2,1,2,1,2,1,1,2,44.005
100522,37,43982,2,2,1,2,1,2,2,0,3,43.982
100696,42,43977,2,2,0,1,1,2,2,1,3,43.977
100310,31,43972,1,2,0,1,1,2,1,1,2,43.972
100353,32,43908,1,2,0,1,1,2,1,0,1,43.908
100424,34,43895,1,2,0,1,1,2,1,1,1,43.895
100439,35,43890,1,2,0,2,1,2,1,1,2,43.89
100444,35,43888,2,2,0,1,1,2,2,1,1,43.888
100749,44,43876,1,2,1,2,1,2,2,1,2,43.876
100511,37,43835,2,2,0,2,1,2,2,1,2,43.835
100454,35,43799,2,2,1,1,1,2,2,0,3,43.799
100303,31,43795,2,2,0,2,1,2,1,0,2,43.795
100473,36,43750,2,2,1,1,1,2,2,1,3,43.75
100624,40,43677,1,2,0,1,1,2,2,0,2,43.677
100721,43,43669,2,2,1,1,1,2,1,0,3,43.669
100704,42,43651,1,2,1,2,1,2,2,1,3,43.651
100306,31,43650,2,2,0,1,1,2,1,0,3,43.65
100645,41,43648,1,2,1,1,1,2,2,1,3,43.648
100507,37,43633,1,2,1,1,1,2,1,0,2,43.633
100782,29,43608,2,2,1,1,1,2,1,0,2,43.608
100598,39,43514,1,2,1,2,1,2,1,0,3,43.514
100405,34,43482,2,2,1,1,1,2,1,1,2,43.482
100368,33,43474,2,2,0,1,1,2,1,1,3,43.474
100519,37,43408,1,2,0,2,1,2,2,0,1,43.408
100724,43,43348,2,2,1,2,1,2,2,1,2,43.348
100369,33,43322,1,2,0,2,1,2,1,1,2,43.322
100739,44,43185,1,2,1,1,1,2,2,0,3,43.185
100321,31,43185,1,2,0,2,1,2,2,0,3,43.185
100729,43,43146,1,2,1,1,1,2,2,1,2,43.146
100633,41,43120,2,2,0,1,1,2,2,1,2,43.12
100316,31,43043,1,2,1,1,1,2,1,1,1,43.043
100471,36,42980,1,2,0,1,1,2,1,0,3,42.98
100552,38,42953,2,2,1,2,1,2,1,0,3,42.953
100392,34,42928,2,2,1,1,1,2,2,1,2,42.928
100290,30,42926,2,2,0,1,1,2,1,0,3,42.926
100699,42,42909,2,2,1,1,1,2,1,0,2,42.909
100646,41,42904,2,2,1,1,1,2,2,0,3,42.904
100750,30,42899,2,2,1,1,1,2,1,1,1,42.899
100612,40,42844,1,2,1,2,1,2,1,1,2,42.844
100420,34,42828,1,2,1,1,1,2,1,0,1,42.828
100780,45,42823,1,2,1,1,1,2,1,1,2,42.823
100518,37,42799,1,2,0,1,1,2,1,0,1,42.799
100447,35,42719,2,2,0,1,1,2,1,1,2,42.719
100723,43,42715,2,2,0,1,1,2,1,0,2,42.715
100582,39,42652,2,2,0,1,1,2,1,1,3,42.652
100286,30,42647,1,2,0,2,1,2,1,0,2,42.647
100480,36,42522,2,2,0,2,1,2,2,0,3,42.522
100634,41,42519,2,2,1,1,1,2,1,1,2,42.519
100308,31,42471,1,2,1,2,1,2,2,1,3,42.471
100791,45,42464,2,2,0,2,1,2,1,1,3,42.464
100658,41,42443,1,2,1,2,1,2,2,1,3,42.443
100742,44,42440,2,2,1,1,1,2,1,0,1,42.44
100331,32,42438,2,2,0,1,1,2,1,0,3,42.438
100686,29,42429,2,2,1,2,1,2,2,1,1,42.429
100332,32,42389,2,2,0,1,1,2,2,0,3,42.389
100546,38,42386,2,2,1,1,1,2,2,0,3,42.386
100482,36,42356,1,2,0,2,1,2,1,0,3,42.356
100779,45,42334,1,2,0,1,1,2,1,0,3,42.334
100644,41,42309,2,2,0,1,1,2,1,1,2,42.309
100680,42,42231,2,2,1,2,1,2,2,1,3,42.231
100318,31,42210,1,2,0,2,1,2,1,1,1,42.21
100408,34,42206,2,2,1,1,1,2,1,0,3,42.206
100362,33,42192,1,2,1,2,1,2,1,0,3,42.192
100479,36,42175,2,2,0,1,1,2,1,1,3,42.175
100313,31,42175,2,2,1,1,1,2,1,1,3,42.175
100289,30,42169,1,2,0,2,1,2,2,1,3,42.169
100617,40,42143,2,2,0,2,1,2,2,0,1,42.143
100281,30,42119,2,2,0,1,1,2,1,1,3,42.119
100550,38,42110,1,2,1,2,1,2,1,0,3,42.11
100560,38,42096,2,2,1,1,1,2,1,0,3,42.096
100498,36,42091,1,2,0,1,1,2,1,0,3,42.091
100747,44,42078,2,2,0,2,1,2,2,1,3,42.078
100298,30,42053,1,2,0,2,1,2,2,1,2,42.053
100299,30,41965,1,2,1,1,1,2,2,0,1,41.965
100636,41,41964,1,2,0,2,1,2,1,1,3,41.964
100786,45,41898,1,2,0,2,1,2,1,1,2,41.898
100339,32,41879,2,2,0,1,1,2,2,0,3,41.879
100659,41,41774,1,2,0,1,1,2,1,0,2,41.774
100559,38,41769,2,2,0,2,1,2,2,1,2,41.769
100762,44,41750,1,2,0,1,1,2,2,0,3,41.75
100669,26,41696,1,2,1,1,1,2,2,0,2,41.696
100788,45,41676,1,2,1,2,1,2,1,0,1,41.676
100441,35,41676,1,2,1,2,1,2,2,0,3,41.676
100372,33,41631,1,2,1,1,1,2,1,1,3,41.631
100413,34,41629,2,2,1,2,1,2,2,1,3,41.629
100278,30,41624,2,2,0,2,1,2,1,1,3,41.624
100406,34,41552,1,2,1,2,1,2,1,0,3,41.552
100484,36,41530,2,2,1,1,1,2,1,0,2,41.53
100553,38,41506,1,2,0,1,1,2,1,0,2,41.506
100359,33,41489,2,2,1,1,1,2,2,1,3,41.489
100520,37,41432,2,2,1,1,1,2,1,1,2,41.432
100304,31,41421,1,2,0,2,1,2,1,1,1,41.421
100719,31,41315,1,2,0,1,1,2,1,0,3,41.315
100349,32,41300,1,2,0,2,1,2,2,0,3,41.3
100437,35,41248,2,2,1,2,1,2,2,1,1,41.248
100616,40,41205,1,2,0,2,1,2,1,1,3,41.205
100315,31,41169,1,2,1,2,1,2,1,1,3,41.169
100638,41,41168,2,2,1,2,1,2,1,1,1,41.168
100744,44,41162,1,2,0,2,1,2,1,1,2,41.162
100395,34,41159,2,2,0,2,1,2,2,0,3,41.159
100556,38,41158,1,2,1,2,1,2,2,0,2,41.158
100457,35,41132,1,2,0,2,1,2,2,1,3,41.132
100639,41,41095,1,2,0,1,1,2,2,0,3,41.095
100740,44,41048,2,2,0,1,1,2,1,1,3,41.048
100434,35,40992,2,2,1,2,1,2,2,0,3,40.992
100508,37,40991,2,2,1,2,1,2,1,0,1,40.991
100400,34,40971,1,2,0,1,1,2,2,1,3,40.971
100577,39,40964,2,2,1,1,1,2,2,1,3,40.964
100391,34,40949,1,2,0,2,1,2,1,1,3,40.949
100685,42,40940,1,2,1,2,1,2,1,1,1,40.94
100364,33,40940,2,2,1,2,1,2,1,1,3,40.94
100610,40,40912,2,2,0,1,1,2,1,0,3,40.912
100435,35,40909,1,2,0,1,1,2,2,0,3,40.909
100800,27,40906,2,2,1,2,1,2,1,0,3,40.906
100467,36,40866,2,2,1,2,1,2,1,1,3,40.866
100584,39,40693,2,2,0,2,1,2,2,0,1,40.693
100333,32,40636,1,2,1,1,1,2,2,1,3,40.636
100748,44,40626,1,2,1,2,1,2,1,1,1,40.626
100787,45,40609,2,2,1,1,1,2,2,0,3,40.609
100341,32,40543,1,2,1,1,1,2,1,0,1,40.543
100446,35,40507,2,2,1,1,1,2,2,1,3,40.507
100481,36,40493,2,2,1,1,1,2,1,1,2,40.493
100801,45,40473,1,2,1,1,1,2,1,1,3,40.473
100738,44,40425,2,2,0,1,1,2,1,1,1,40.425
100538,37,40398,2,2,0,2,1,2,2,1,3,40.398
100743,44,40390,2,2,0,1,1,2,1,1,1,40.39
100543,38,40328,1,2,0,1,1,2,2,1,2,40.328
100466,36,40326,1,2,0,2,1,2,1,1,3,40.326
100648,41,40246,2,2,0,1,1,2,2,1,1,40.246
100692,42,40182,2,2,1,1,1,2,2,1,3,40.182
100554,38,40171,1,2,0,2,1,2,2,0,3,40.171
100655,41,40100,1,2,1,1,1,2,2,0,3,40.1
100178,38,39925,2,3,0,1,1,2,2,0,1,39.925
100355,33,39859,1,2,0,2,1,2,2,1,3,39.859
100301,31,39696,2,2,0,1,1,2,1,0,1,39.696
100105,33,39676,2,3,0,0,1,2,2,0,3,39.676
100574,39,39589,1,2,0,1,1,2,2,0,2,39.589
100778,32,39416,1,2,1,1,1,2,2,1,3,39.416
100255,28,39379,1,3,0,0,1,2,2,0,3,39.379
100047,28,39121,1,3,0,0,1,2,2,0,3,39.121
100146,36,39028,1,3,0,0,1,2,2,0,1,39.028
100108,33,39024,1,3,0,0,1,2,1,0,2,39.024
100106,33,38677,2,3,0,0,1,2,0,0,3,38.677
100327,32,38537,1,2,1,1,1,2,1,0,3,38.537
100268,45,37895,1,3,0,1,1,2,0,0,3,37.895
100119,34,37885,2,3,0,1,1,2,1,0,1,37.885
100501,37,37810,1,2,1,2,1,2,1,0,1,37.81
100144,36,37613,1,3,0,0,1,2,2,0,3,37.613
100260,29,37282,2,3,0,0,1,2,1,0,3,37.282
100077,30,37234,2,3,0,0,1,2,0,0,2,37.234
100118,34,37062,1,3,0,1,1,2,2,0,1,37.062
100048,28,36893,2,3,0,1,1,2,0,0,1,36.893
100224,41,36873,1,3,0,1,1,2,0,0,3,36.873
100772,27,36852,1,2,0,2,1,2,1,0,3,36.852
100460,36,36623,1,2,0,2,1,2,2,1,2,36.623
100153,37,36487,2,3,0,1,1,2,1,0,3,36.487
100076,30,36356,1,3,0,1,1,2,1,0,1,36.356
100270,45,36276,1,3,0,1,1,2,2,0,3,36.276
100709,43,36255,2,2,0,2,1,2,2,1,3,36.255
100092,32,36167,2,3,0,0,1,2,0,0,3,36.167
100253,44,36163,1,3,0,1,1,2,1,0,1,36.163
100221,41,36154,1,3,0,1,1,2,2,0,1,36.154
100131,35,35875,1,3,0,1,1,2,0,0,3,35.875
100103,33,35731,1,3,0,1,1,2,1,0,2,35.731
100036,27,35505,1,3,0,1,1,2,2,0,2,35.505
100233,42,35407,1,3,0,1,1,2,0,0,3,35.407
100176,38,35193,1,3,0,0,1,2,2,0,3,35.193
100129,35,35172,2,3,0,1,1,2,0,0,3,35.172
100223,41,35117,2,3,0,1,1,2,1,0,3,35.117
100200,40,34995,1,3,0,0,1,2,2,0,1,34.995
100209,40,34453,1,3,0,0,1,2,2,0,3,34.453
100074,30,34328,1,3,0,0,1,2,2,0,3,34.328
100252,44,34288,2,3,0,1,1,2,0,0,3,34.288
100462,36,34288,2,2,0,1,1,2,2,0,1,34.288
100182,39,34252,1,3,0,1,1,2,0,0,1,34.252
100017,38,34115,2,3,0,1,1,2,2,0,2,34.115
100018,29,33987,1,3,0,0,1,2,2,0,1,33.987
100150,37,33953,2,3,0,1,1,2,1,0,2,33.953
100190,39,33911,2,3,0,0,1,2,2,0,1,33.911
100194,39,33815,1,3,0,0,1,2,2,0,1,33.815
100132,35,33808,1,3,0,0,1,2,0,0,3,33.808
100112,34,33796,1,3,0,0,1,2,2,0,1,33.796
100242,31,33747,1,3,0,0,1,2,1,0,1,33.747
100357,33,33683,2,2,1,1,1,2,2,1,3,33.683
100041,28,33658,2,3,0,0,1,2,2,0,3,33.658
100148,37,33635,1,3,0,1,1,2,0,0,1,33.635
100142,36,33509,2,3,0,0,1,2,0,0,1,33.509
100057,29,33503,1,3,0,1,1,2,1,0,1,33.503
100777,45,33502,1,2,1,2,1,2,2,1,3,33.502
100202,28,33489,2,3,0,1,1,2,0,0,3,33.489
100162,37,33471,1,3,0,1,1,2,0,0,3,33.471
100187,39,33299,2,3,0,1,1,2,1,0,3,33.299
100188,39,33229,2,3,0,1,1,2,1,0,3,33.229
100046,28,33220,2,3,0,0,1,2,0,0,3,33.22
100065,30,33142,1,3,0,1,1,2,1,0,3,33.142
100189,39,33011,2,3,0,0,1,2,1,0,2,33.011
100773,35,32977,2,2,0,2,1,2,1,1,3,32.977
100089,32,32916,2,3,0,0,1,2,1,0,2,32.916
100029,26,32851,1,3,0,0,1,2,0,0,2,32.851
100205,40,32820,1,3,0,0,1,2,2,0,2,32.82
100003,25,32662,2,3,0,0,1,2,2,0,2,32.662
100023,26,32644,1,3,0,1,1,2,1,0,2,32.644
100225,41,32643,1,3,0,0,1,2,2,0,1,32.643
100014,37,32640,1,3,0,0,1,2,2,0,3,32.64
100016,36,32620,2,3,0,1,1,2,1,0,3,32.62
100204,40,32543,1,3,0,0,1,2,0,0,1,32.543
100059,29,32539,2,3,0,0,1,2,2,0,1,32.539
100137,36,32512,1,3,0,0,1,2,0,0,2,32.512
100152,37,32472,1,3,0,0,1,2,2,0,3,32.472
100008,25,32461,2,3,0,0,1,2,2,0,3,32.461
100463,36,32033,1,2,1,2,1,2,1,1,3,32.033
100095,32,31986,1,3,0,0,1,2,2,0,3,31.986
100258,32,31985,2,3,0,1,1,2,0,0,3,31.985
100111,34,31928,1,3,0,0,1,2,2,0,3,31.928
100025,26,31911,2,3,0,0,1,2,0,0,1,31.911
100673,42,31891,1,2,0,2,1,2,1,0,3,31.891
100030,26,31891,1,3,0,1,1,2,1,0,1,31.891
100099,33,31868,2,3,0,0,1,2,0,0,3,31.868
100078,31,31853,1,3,0,1,1,2,0,0,3,31.853
100158,37,31818,2,3,0,0,1,2,2,0,2,31.818
100104,33,31804,1,3,0,0,1,2,0,0,3,31.804
100154,37,31798,1,3,0,1,1,2,2,0,2,31.798
100192,39,31771,2,3,0,0,1,2,0,0,3,31.771
100230,30,31689,2,3,0,0,1,2,2,0,3,31.689
100244,43,31586,2,3,0,0,1,2,0,0,3,31.586
100121,34,31567,1,3,0,1,1,2,0,0,3,31.567
100167,38,31523,1,3,0,0,1,2,2,0,3,31.523
100358,33,31453,2,2,1,2,1,2,1,0,3,31.453
100116,34,31391,1,3,0,0,1,2,2,0,2,31.391
100045,28,31347,1,3,0,1,1,2,0,0,3,31.347
100093,32,31295,1,3,0,1,1,2,2,0,2,31.295
100049,28,31292,1,3,0,1,1,2,1,0,2,31.292
100429,35,31251,1,2,1,2,1,2,1,0,2,31.251
100207,40,31242,1,3,0,1,1,2,0,0,3,31.242
100265,45,31237,2,3,0,0,1,2,0,0,3,31.237
100220,41,31169,2,3,0,0,1,2,1,0,1,31.169
100179,38,31101,2,3,0,0,1,2,1,0,1,31.101
100090,32,31096,1,3,0,1,1,2,2,0,3,31.096
100262,45,31021,2,3,0,0,1,2,0,0,3,31.021
100067,30,30884,1,3,0,1,1,2,2,0,3,30.884
100232,42,30807,1,3,0,1,1,2,1,0,3,30.807
100246,43,30791,1,3,0,1,1,2,1,0,3,30.791
100022,26,30618,2,3,0,0,1,2,1,0,3,30.618
100229,42,30580,2,3,0,0,1,2,1,0,3,30.58
100234,42,30547,2,3,0,1,1,2,0,0,3,30.547
100609,40,30546,1,2,0,2,1,2,2,0,3,30.546
100115,34,30436,2,3,0,0,1,2,1,0,3,30.436
100133,35,30422,1,3,0,1,1,2,0,0,3,30.422
100632,35,30359,2,2,1,1,1,2,1,0,2,30.359
100608,40,30273,2,2,0,1,1,2,2,0,1,50.17
100240,43,30268,2,3,0,0,1,2,0,0,3,30.268
100124,35,30256,1,3,0,0,1,2,0,0,3,30.256
100218,41,30060,1,3,0,0,1,2,2,0,3,30.06
103503,36,29986,2,1,2,6,2,1,5,2,1,29.986
103829,42,29963,1,2,3,4,1,2,4,2,1,29.963
103424,46,29955,1,1,3,6,2,1,5,3,2,29.955
103100,42,29943,1,1,4,6,2,1,5,2,2,29.943
103733,50,29934,2,1,4,6,2,2,5,3,2,29.934
100064,30,29933,2,3,0,1,1,2,2,0,3,29.933
103229,44,29927,2,1,2,6,2,1,3,2,2,29.927
103419,34,29925,2,1,2,6,2,1,4,2,2,29.925
103398,46,29920,1,1,3,5,2,1,4,3,2,29.92
104079,49,29907,2,2,3,4,2,2,5,1,1,29.907
103006,41,29907,2,1,2,6,2,2,3,2,1,29.907
100004,32,29892,1,3,0,0,1,2,0,0,3,29.892
103662,49,29881,2,1,2,5,2,2,5,2,1,29.881
103853,43,29870,1,2,2,3,1,2,4,1,1,29.87
102984,34,29869,2,1,3,5,2,1,5,2,2,29.869
100143,36,29848,1,3,0,1,1,2,0,0,3,29.848
103714,50,29843,2,1,2,6,2,1,5,2,2,29.843
103968,46,29841,1,2,3,3,1,2,4,1,1,29.841
100062,30,29839,1,3,0,0,1,2,1,0,3,29.839
104102,50,29822,1,2,2,3,2,2,4,2,1,29.822
100607,40,29816,2,2,0,2,1,2,1,0,1,29.816
103515,31,29814, ,1,4,6,2,1,4,3,3,29.814
103494,47,29811,2,1,4,5,2,1,4,3,1,29.811
100263,26,29810,2,3,0,1,1,2,0,0,1,29.81
103937,45,29807,2,2,2,3,2,2,4,2,1,29.807
103408,28,29795,2,1,2,5,2,1,5,3,3,29.795
102991,41,29794,2,1,3,5,2,1,4,2,2,29.794
100033,27,29786,2,3,0,0,1,2,0,0,3,29.786
103735,28,29781,2,1,2,5,2,2,4,2,2,29.781
103332,45,29780,2,1,4,6,2,2,3,3,2,29.78
103933,45,29779,2,2,2,3,2,2,4,2,1,29.779
103080,42,29779,1,1,3,5,2,2,3,2,3,29.779
103015,41,29775,1,1,3,5,2,2,5,2,2,29.775
103513,47,29755,2,1,4,5,2,2,4,2,2,29.755
104071,49,29746,1,2,3,4,2,2,5,2,1,29.746
103715,50,29745,2,1,3,6,2,2,4,3,1,29.745
103264,44,29735,2,1,3,6,2,2,5,3,3,29.735
103497,47,29706,2,1,2,5,2,2,4,3,1,29.706
103769,32,29705,1,2,3,4,2,2,5,2,1,29.705
103076,42,29687,1,1,2,5,2,1,4,2,1,29.687
103501,47,29671,2,1,2,6,2,2,3,3,2,29.671
103059,42,29648,1,1,2,6,2,2,3,3,2,29.648
103576,48,29622,1,1,2,5,2,1,5,3,2,29.622
103727,50,29614,1,1,2,5,2,1,4,2,1,29.614
103665,49,29600,1,1,2,6,2,2,3,3,1,29.6
100237,43,29600,1,3,0,1,1,2,2,0,2,29.6
100031,27,29593,1,3,0,1,1,2,1,0,2,29.593
103016,41,29590,2,1,3,5,2,1,3,2,1,29.59
103067,32,29552,2,1,3,5,2,1,5,3,2,29.552
102916,40,29541,1,1,4,5,2,1,3,3,2,29.541
103065,42,29540,1,1,3,5,2,2,4,2,2,29.54
104045,38,29494,2,2,2,3,2,2,5,2,1,29.494
100032,27,29472,1,3,0,1,1,2,2,0,3,29.472
100117,34,29453,1,3,0,0,1,2,1,0,3,29.453
103146,38,29431,1,1,2,5,2,2,3,3,2,29.431
103405,38,29424,2,1,4,6,2,2,4,3,2,29.424
103228,44,29413,1,1,2,6,2,2,3,3,1,29.413
103771,40,29412,1,2,2,4,1,2,4,2,1,29.412
103659,32,29397,2,1,4,5,2,2,4,2,2,29.397
100214,41,29385,2,3,0,0,1,2,1,0,3,29.385
